update,global_step,fps,mean_reward,value_loss,policy_loss,entropy,learning_rate
274,140288,1122,0.08765625208616257,52.79994583129883,-0.03276626765727997,1.0628546476364136,0.0003
275,140800,1122,0.08765625953674316,210.04852294921875,-0.024295348674058914,0.9203544855117798,0.0003
276,141312,1123,0.08765625208616257,18.733367919921875,-0.03799537941813469,1.0335242748260498,0.0003
277,141824,1123,0.08765624463558197,162.15151977539062,-0.028478778898715973,0.9864579439163208,0.0003
278,142336,1123,0.03882812708616257,12.94864273071289,-0.0281747505068779,1.298563838005066,0.0003
279,142848,1123,0.08765625208616257,56.874027252197266,-0.018414538353681564,0.8382167816162109,0.0003
280,143360,1123,-0.009999999776482582,0.12800368666648865,-0.04672499746084213,1.4501941204071045,0.0003
281,143872,1123,0.038828130811452866,214.8072509765625,-0.050884589552879333,1.4282135963439941,0.0003
282,144384,1124,0.18531250953674316,13.58899974822998,-0.008079074323177338,0.3539282977581024,0.0003
283,144896,1124,0.18531250953674316,709.0530395507812,-0.007771987468004227,0.6974541544914246,0.0003
284,145408,1124,-0.009999999776482582,0.15659134089946747,-0.057275865226984024,1.19852876663208,0.0003
285,145920,1124,0.03882812708616257,21.44551658630371,0.004339449107646942,1.2697139978408813,0.0003
286,146432,1124,0.23414063453674316,447.6441345214844,-0.00653606653213501,0.28753918409347534,0.0003
287,146944,1124,-0.009999999776482582,1.0946152210235596,-0.025290589779615402,1.3176324367523193,0.0003
288,147456,1124,0.08765625208616257,22.602840423583984,-0.040381256490945816,0.9777817726135254,0.0003
289,147968,1124,0.08765625953674316,370.636962890625,-0.04957373067736626,0.9314837455749512,0.0003
290,148480,1125,0.28296875953674316,45.988197326660156,-0.00675760954618454,0.2877677083015442,0.0003
291,148992,1125,0.23414063453674316,352.27496337890625,-0.0006257686764001846,0.32138675451278687,0.0003
292,149504,1124,0.23414063453674316,155.61802673339844,-0.0028472542762756348,0.3320746421813965,0.0003
293,150016,1124,0.23414063453674316,368.179931640625,5.6490302085876465e-05,0.1030912697315216,0.0003
294,150528,1124,0.18531250953674316,97.33924102783203,-0.0010191677138209343,0.2038770169019699,0.0003
295,151040,1124,0.23414063453674316,265.9571228027344,-0.000711444765329361,0.43675798177719116,0.0003
296,151552,1124,0.23414063453674316,285.45269775390625,-0.00026948004961013794,0.25149595737457275,0.0003
297,152064,1124,0.28296875953674316,7.9559454917907715,-0.0003578551113605499,0.08435197174549103,0.0003
298,152576,1124,0.23414063453674316,618.1414794921875,0.0016585923731327057,0.1896163821220398,0.0003
299,153088,1123,0.18531250953674316,220.36456298828125,-0.00344129279255867,0.4622129201889038,0.0003
300,153600,1123,0.28296875953674316,161.8206787109375,-0.0034199394285678864,0.3506651818752289,0.0003
301,154112,1123,0.28296875953674316,60.452659606933594,-0.007665291428565979,0.13071471452713013,0.0003
302,154624,1123,0.23414063453674316,319.1919860839844,0.0005895048379898071,0.3127865791320801,0.0003
303,155136,1123,0.23414064943790436,630.726806640625,0.0003267712891101837,0.3224474787712097,0.0003
304,155648,1122,0.23414063453674316,413.48809814453125,0.00016295909881591797,0.15473470091819763,0.0003
305,156160,1122,0.28296875953674316,2.722476005554199,-0.01511228084564209,0.11777070164680481,0.0003
306,156672,1122,0.23414060473442078,296.773681640625,-0.00013481266796588898,0.2527688145637512,0.0003
307,157184,1122,0.23414063453674316,196.28228759765625,-0.0023903697729110718,0.25884726643562317,0.0003
308,157696,1122,0.23414064943790436,142.95460510253906,-2.25752592086792e-05,0.06197918951511383,0.0003
309,158208,1122,0.28296875953674316,10.137613296508789,0.0029298514127731323,0.11866110563278198,0.0003
310,158720,1122,0.23414063453674316,236.6826629638672,-0.00492887943983078,0.3245896100997925,0.0003
311,159232,1122,0.23414063453674316,117.46102905273438,-0.002435430884361267,0.21002668142318726,0.0003
312,159744,1122,0.33179688453674316,317.49041748046875,-0.000962570309638977,0.1490650773048401,0.0003
313,160256,1122,0.18531250953674316,6.698635101318359,9.313225746154785e-09,0.0,0.0003
314,160768,1122,0.28296875953674316,70.50491333007812,0.004565514624118805,0.2934255003929138,0.0003
315,161280,1121,0.28296875953674316,568.1195678710938,0.001945439726114273,0.18737809360027313,0.0003
316,161792,1121,0.23414063453674316,299.5882873535156,0.0038849562406539917,0.14714519679546356,0.0003
317,162304,1121,0.23414064943790436,466.9571533203125,9.328126907348633e-06,0.10853616893291473,0.0003
318,162816,1122,0.23414063453674316,69.9331283569336,-0.01175747625529766,0.30857086181640625,0.0003
319,163328,1122,0.28296875953674316,339.3854064941406,0.0009739287197589874,0.17473499476909637,0.0003
320,163840,1122,0.23414063453674316,570.566650390625,0.00023943930864334106,0.1778527796268463,0.0003
321,164352,1122,0.28296875953674316,509.07080078125,-0.001547977328300476,0.24460873007774353,0.0003
322,164864,1122,0.23414063453674316,29.91641616821289,-7.82310962677002e-08,9.607672382117016e-07,0.0003
323,165376,1122,0.33179688453674316,211.23297119140625,0.0002186298370361328,0.1813918799161911,0.0003
324,165888,1121,0.23414063453674316,362.27783203125,-0.0005194768309593201,0.08607268333435059,0.0003
325,166400,1121,0.23414063453674316,262.51812744140625,-0.00448724627494812,0.301364004611969,0.0003
326,166912,1121,0.23414063453674316,525.34716796875,0.0014026090502738953,0.20902499556541443,0.0003
327,167424,1120,0.28296875953674316,10.608691215515137,-0.005356701090931892,0.04200367629528046,0.0003
328,167936,1120,0.23414063453674316,459.7904052734375,-0.004263326525688171,0.21847429871559143,0.0003
329,168448,1119,0.28296875953674316,315.38714599609375,-0.0024271756410598755,0.14089927077293396,0.0003
330,168960,1119,0.28296875953674316,51.6992073059082,-0.00044114142656326294,0.2591550946235657,0.0003
331,169472,1119,0.23414063453674316,604.3531494140625,0.0003699641674757004,0.22881029546260834,0.0003
332,169984,1119,0.28296875953674316,14.74196720123291,-0.0018560849130153656,0.041937246918678284,0.0003
333,170496,1119,0.33179688453674316,541.6987915039062,-0.0006166547536849976,0.0947750061750412,0.0003
334,171008,1119,0.23414063453674316,200.92550659179688,0.0010440796613693237,0.21941721439361572,0.0003
335,171520,1119,0.23414063453674316,290.12066650390625,0.0005696918815374374,0.11474112421274185,0.0003
336,172032,1119,0.28296875953674316,362.56451416015625,-0.003022029995918274,0.29765111207962036,0.0003
337,172544,1118,0.08765625208616257,45.08544158935547,-0.018771586939692497,0.6648213267326355,0.0003
338,173056,1118,0.33179688453674316,365.5047302246094,0.011100351810455322,0.24733874201774597,0.0003
339,173568,1118,0.23414063453674316,106.1846694946289,0.0001796931028366089,0.18923617899417877,0.0003
340,174080,1118,0.23414063453674316,477.51556396484375,-0.0005262717604637146,0.17284083366394043,0.0003
341,174592,1118,0.23414063453674316,370.64019775390625,-0.001054525375366211,0.13121676445007324,0.0003
342,175104,1118,0.28296875953674316,0.39764317870140076,-8.009374141693115e-08,0.0,0.0003
343,175616,1118,0.33179688453674316,330.0390930175781,-0.0004432685673236847,0.0738973319530487,0.0003
344,176128,1118,0.23414063453674316,298.9639587402344,-0.0019234269857406616,0.13376864790916443,0.0003
345,176640,1118,0.28296875953674316,349.9156494140625,0.0011961683630943298,0.2094901204109192,0.0003
346,177152,1118,0.28296875953674316,170.28799438476562,0.00014534033834934235,0.10241035372018814,0.0003
347,177664,1118,0.23414063453674316,218.73362731933594,0.0001267576590180397,0.05271461606025696,0.0003
348,178176,1117,0.28296875953674316,18.313800811767578,-0.013305917382240295,0.074455127120018,0.0003
349,178688,1117,0.28296875953674316,590.1764526367188,0.0020473897457122803,0.13567522168159485,0.0003
350,179200,1117,0.28296875953674316,544.7739868164062,0.0004079081118106842,0.07728484272956848,0.0003
351,179712,1117,0.23414063453674316,321.3327331542969,-0.00020470842719078064,0.16543513536453247,0.0003
352,180224,1117,0.33179688453674316,266.22308349609375,0.00018041953444480896,0.09402008354663849,0.0003
353,180736,1117,0.23414064943790436,222.0425567626953,0.00015479326248168945,0.03088974580168724,0.0003
354,181248,1117,0.28296875953674316,0.7796024084091187,-0.026694506406784058,0.0499255508184433,0.0003
355,181760,1116,0.33179688453674316,431.105224609375,-2.3983418941497803e-05,0.047650083899497986,0.0003
356,182272,1116,0.23414063453674316,419.6216735839844,0.0005131550133228302,0.05656370520591736,0.0003
357,182784,1116,0.33179688453674316,313.1715087890625,-2.4881213903427124e-05,0.03708106651902199,0.0003
358,183296,1116,0.23414063453674316,632.4383544921875,-8.332356810569763e-05,0.021809358149766922,0.0003
359,183808,1116,0.23414063453674316,401.4369201660156,5.327165126800537e-07,0.012775657698512077,0.0003
360,184320,1116,0.28296875953674316,4.391074180603027,0.0,0.0,0.0003
361,184832,1116,0.33179688453674316,228.3206787109375,2.1558254957199097e-05,0.017897192388772964,0.0003
362,185344,1116,0.23414063453674316,317.149169921875,-4.088878631591797e-05,0.015565060079097748,0.0003
363,185856,1116,0.33179688453674316,377.3267822265625,0.00017108023166656494,0.03510962426662445,0.0003
364,186368,1116,0.23414063453674316,267.308837890625,4.4129788875579834e-05,0.057448867708444595,0.0003
365,186880,1115,0.33179688453674316,225.74456787109375,-0.0001385509967803955,0.0504109226167202,0.0003
366,187392,1115,0.18531250953674316,19.94903564453125,3.725290298461914e-09,7.186009156612272e-07,0.0003
367,187904,1115,0.33179688453674316,173.18740844726562,0.000209026038646698,0.03386886417865753,0.0003
368,188416,1115,0.23414063453674316,99.86511993408203,-0.0012296587228775024,0.03633144125342369,0.0003
369,188928,1115,0.13648438453674316,324.05780029296875,5.587376654148102e-05,0.6464662551879883,0.0003
370,189440,1115,0.13648438453674316,35.253849029541016,-0.013402089476585388,0.9289668202400208,0.0003
371,189952,1115,0.28296875953674316,579.3579711914062,0.000139676034450531,0.013113011606037617,0.0003
372,190464,1115,0.33179688453674316,367.5598449707031,-0.00038599222898483276,0.04183831810951233,0.0003
373,190976,1116,0.18531250953674316,0.24590857326984406,-1.4901161193847656e-08,0.0,0.0003
374,191488,1115,0.13648438453674316,142.04733276367188,-0.0087987519800663,0.9428244829177856,0.0003
375,192000,1116,0.18531250953674316,51.39183044433594,0.009715825319290161,0.4560292959213257,0.0003
376,192512,1116,0.08765625953674316,253.7338104248047,0.0008598044514656067,1.1143639087677002,0.0003
377,193024,1116,0.23414063453674316,20.295612335205078,-0.004391604568809271,0.05722445249557495,0.0003
378,193536,1116,0.33179688453674316,189.5583038330078,-0.00013723596930503845,0.02715546265244484,0.0003
379,194048,1116,0.23414064943790436,349.8983154296875,2.1141022443771362e-05,0.029413536190986633,0.0003
380,194560,1116,0.33179688453674316,178.23101806640625,0.0004423558712005615,0.03426457941532135,0.0003
381,195072,1116,0.23414063453674316,142.9525146484375,0.0002311617136001587,0.046061597764492035,0.0003
382,195584,1116,0.33179688453674316,487.2553405761719,-0.00034256279468536377,0.04431132227182388,0.0003
383,196096,1116,0.23414063453674316,654.903564453125,-4.431046545505524e-05,0.016490019857883453,0.0003
384,196608,1116,0.28296875953674316,12.442873001098633,-0.0012351647019386292,0.017423707991838455,0.0003
385,197120,1116,0.33179688453674316,260.46038818359375,-0.0002025030553340912,0.035389963537454605,0.0003
386,197632,1116,0.23414063453674316,466.6927185058594,7.246620953083038e-06,0.031286172568798065,0.0003
387,198144,1116,0.28296875953674316,135.51161193847656,-0.00040643662214279175,0.02136198990046978,0.0003
388,198656,1116,0.28296875953674316,185.41183471679688,9.721145033836365e-05,0.028864242136478424,0.0003
389,199168,1116,0.23414063453674316,321.5737609863281,5.21540641784668e-08,0.04293482005596161,0.0003
390,199680,1116,0.08765625208616257,27.079065322875977,-0.026040850207209587,0.8858151435852051,0.0003
391,200192,1116,0.33179688453674316,495.28436279296875,-0.0007381588220596313,0.05665484815835953,0.0003
392,200704,1116,0.18531250953674316,6.874668121337891,0.0,5.91556386098091e-07,0.0003
393,201216,1116,0.33179688453674316,432.8678894042969,-0.00012093968689441681,0.03020022064447403,0.0003
394,201728,1116,0.23414063453674316,75.30281066894531,0.0001417221501469612,0.04922708123922348,0.0003
395,202240,1116,0.33179688453674316,283.23504638671875,-7.548462599515915e-05,0.04434806853532791,0.0003
396,202752,1116,0.23414063453674316,166.86239624023438,0.00029999762773513794,0.036696791648864746,0.0003
397,203264,1116,0.33179688453674316,402.6767578125,2.9377639293670654e-05,0.007372183259576559,0.0003
398,203776,1116,0.23414063453674316,464.37255859375,0.00018542632460594177,0.006709067616611719,0.0003
399,204288,1116,0.28296875953674316,0.2609255313873291,0.00044676754623651505,0.022228822112083435,0.0003
400,204800,1116,0.038828130811452866,252.28631591796875,-0.001483730971813202,1.063183307647705,0.0003
401,205312,1116,-0.009999999776482582,3.5607337951660156,-0.02123010903596878,1.2267377376556396,0.0003
402,205824,1116,0.28296875953674316,2.3002028465270996,-2.086162567138672e-07,2.8556928555190098e-06,0.0003
403,206336,1116,0.33179688453674316,281.39569091796875,-0.0010318607091903687,0.04950205236673355,0.0003
404,206848,1116,0.13648438453674316,468.09478759765625,-0.0009695999324321747,0.4789040982723236,0.0003
405,207360,1115,0.28296875953674316,521.404541015625,-0.013981200754642487,0.28187257051467896,0.0003
406,207872,1115,0.23414064943790436,56.751808166503906,1.8360093235969543e-05,0.022301098331809044,0.0003
407,208384,1115,0.3317968547344208,579.2335815429688,0.0002510659396648407,0.056406136602163315,0.0003
408,208896,1115,0.18531250953674316,0.0735551193356514,-1.1175870895385742e-08,0.0,0.0003
409,209408,1115,0.33179688453674316,513.8275756835938,-3.241468220949173e-05,0.03852015733718872,0.0003
410,209920,1115,0.23414063453674316,445.8016052246094,0.00011757761240005493,0.04430483281612396,0.0003
411,210432,1115,0.33179688453674316,292.8576354980469,-3.068894147872925e-05,0.013018542900681496,0.0003
412,210944,1114,0.23414063453674316,503.1231384277344,-4.135072231292725e-06,0.022667013108730316,0.0003
413,211456,1114,0.33179688453674316,228.5212860107422,-0.000629674643278122,0.06410624086856842,0.0003
414,211968,1114,0.23414063453674316,333.4336242675781,6.537139415740967e-05,0.009711110033094883,0.0003
415,212480,1114,0.28296875953674316,15.747833251953125,-0.0047899819910526276,0.014849347062408924,0.0003
416,212992,1114,0.33179688453674316,198.5720977783203,0.00017933174967765808,0.03813251852989197,0.0003
417,213504,1114,0.23414061963558197,314.42578125,-7.294118404388428e-06,0.01915856823325157,0.0003
418,214016,1114,0.33179688453674316,318.6965026855469,1.4349818229675293e-05,0.01931457407772541,0.0003
419,214528,1114,0.23414063453674316,307.30804443359375,-2.1383166313171387e-05,0.013186797499656677,0.0003
420,215040,1114,0.33179688453674316,307.8087158203125,6.0364603996276855e-05,0.02282646670937538,0.0003
421,215552,1115,0.18531250953674316,9.878768920898438,-1.4901161193847656e-08,8.322106168634491e-07,0.0003
422,216064,1115,0.038828130811452866,214.08509826660156,0.006541457958519459,1.1852388381958008,0.0003
423,216576,1115,0.18531250953674316,20.8096923828125,-0.0004741176962852478,0.45755666494369507,0.0003
424,217088,1115,0.13648438453674316,793.1803588867188,0.0006208047270774841,0.4282069206237793,0.0003
425,217600,1115,0.08765625208616257,31.806594848632812,-0.01908963918685913,1.1163222789764404,0.0003
426,218112,1115,0.23414064943790436,151.2709197998047,0.0020381584763526917,0.08113248646259308,0.0003
427,218624,1115,0.28296875953674316,16.461132049560547,-0.012842163443565369,0.04091022163629532,0.0003
428,219136,1115,0.13648438453674316,301.7016296386719,-0.002735808491706848,0.5711944699287415,0.0003
429,219648,1115,0.18531250953674316,29.113380432128906,-0.0098782479763031,0.4558337330818176,0.0003
430,220160,1115,0.18531250953674316,391.7071838378906,-0.003831971436738968,0.6234198808670044,0.0003
431,220672,1114,0.28296875953674316,196.73776245117188,-0.00011680275201797485,0.2205938845872879,0.0003
432,221184,1114,0.23414064943790436,498.0222473144531,-7.697194814682007e-05,0.13153076171875,0.0003
433,221696,1114,0.33179688453674316,417.8036193847656,2.564862370491028e-05,0.05000501126050949,0.0003
434,222208,1113,0.23414063453674316,369.26171875,1.4901161193847656e-08,0.0,0.0003
435,222720,1113,0.28296875953674316,0.634255051612854,-0.011370334774255753,0.02633359469473362,0.0003
436,223232,1113,0.23414063453674316,430.291259765625,0.0001607760787010193,0.04207805544137955,0.0003
437,223744,1113,0.33179688453674316,453.61334228515625,-2.603977918624878e-05,0.027218449860811234,0.0003
438,224256,1113,0.23414063453674316,159.78103637695312,-3.8757920265197754e-05,0.05567147955298424,0.0003
439,224768,1113,0.33179688453674316,521.02783203125,0.0002849847078323364,0.030384117737412453,0.0003
440,225280,1113,0.23414063453674316,320.30352783203125,-7.577985525131226e-05,0.03765595704317093,0.0003
441,225792,1113,0.28296875953674316,10.769317626953125,-0.004386831074953079,0.011951570399105549,0.0003
442,226304,1113,0.33179688453674316,312.3934020996094,0.00017168372869491577,0.059972938150167465,0.0003
443,226816,1113,0.03882812336087227,441.1219177246094,0.001448843628168106,0.7414941787719727,0.0003
444,227328,1113,0.28296875953674316,33.79558181762695,0.004624752327799797,0.051439836621284485,0.0003
445,227840,1112,0.23414063453674316,503.09759521484375,0.0001325756311416626,0.02112007513642311,0.0003
446,228352,1112,0.33179688453674316,327.0837097167969,0.00011038035154342651,0.038798004388809204,0.0003
447,228864,1112,0.23414063453674316,562.0477905273438,2.787262201309204e-05,0.016133597120642662,0.0003
448,229376,1112,0.33179688453674316,313.39874267578125,-0.0002611018717288971,0.060588255524635315,0.0003
449,229888,1112,0.23414063453674316,296.8708190917969,9.78820025920868e-06,0.027088599279522896,0.0003
450,230400,1112,0.28296875953674316,7.797964096069336,-0.00013640336692333221,0.01831149123609066,0.0003
451,230912,1112,0.33179688453674316,209.78602600097656,-0.00015164539217948914,0.02415798418223858,0.0003
452,231424,1112,0.23414063453674316,473.49432373046875,7.85142183303833e-05,0.02425374463200569,0.0003
453,231936,1111,0.33179688453674316,199.09634399414062,0.0008461363613605499,0.04489482194185257,0.0003
454,232448,1111,0.23414063453674316,354.21197509765625,-5.736947059631348e-07,0.024964015930891037,0.0003
455,232960,1111,0.33179688453674316,333.9373779296875,4.023313522338867e-07,0.0341755710542202,0.0003
456,233472,1111,0.18531250953674316,0.3494529128074646,9.313225746154785e-09,0.0,0.0003
457,233984,1111,0.33179688453674316,299.513427734375,-4.1192397475242615e-05,0.039259493350982666,0.0003
458,234496,1110,0.23414063453674316,214.99163818359375,-3.8253143429756165e-05,0.027592066675424576,0.0003
459,235008,1110,0.33179688453674316,133.06370544433594,7.756054401397705e-06,0.0043147471733391285,0.0003
460,235520,1110,0.23414063453674316,450.8314208984375,1.2405216693878174e-06,0.008202766068279743,0.0003
461,236032,1110,0.33179688453674316,398.5079345703125,2.782978117465973e-05,0.021737482398748398,0.0003
462,236544,1110,0.23414063453674316,408.5543212890625,4.438683390617371e-06,0.012185214087367058,0.0003
463,237056,1110,0.28296875953674316,0.7304913997650146,-0.0010748319327831268,0.01266215555369854,0.0003
464,237568,1110,0.33179688453674316,211.54934692382812,2.1189451217651367e-05,0.05526403710246086,0.0003
465,238080,1110,0.23414063453674316,478.52557373046875,6.952323019504547e-05,0.03444856405258179,0.0003
466,238592,1110,0.33179688453674316,708.80615234375,2.705305814743042e-05,0.03321237489581108,0.0003
467,239104,1110,0.23414063453674316,411.0853271484375,2.0772218704223633e-05,0.026914164423942566,0.0003
468,239616,1110,0.23414063453674316,292.0549621582031,-1.2919306755065918e-05,0.04288547486066818,0.0003
469,240128,1110,0.28296875953674316,16.129976272583008,-0.012763533741235733,0.011394064873456955,0.0003
470,240640,1110,0.33179688453674316,187.18368530273438,2.3350119590759277e-05,0.023459436371922493,0.0003
471,241152,1110,0.23414063453674316,282.3118591308594,-5.304813385009766e-06,0.00896474439650774,0.0003
472,241664,1110,0.33179688453674316,319.08502197265625,1.5124678611755371e-06,0.007539586629718542,0.0003
473,242176,1110,0.23414063453674316,650.9796142578125,1.7583370208740234e-06,0.017213989049196243,0.0003
474,242688,1110,0.33179688453674316,541.8946533203125,3.725290298461914e-07,0.034302763640880585,0.0003
475,243200,1110,0.18531250953674316,0.4350537061691284,2.9802322387695312e-08,6.715834501846984e-07,0.0003
476,243712,1110,0.33179688453674316,0.03409448266029358,-0.0023488737642765045,0.0022590786684304476,0.0003
477,244224,1109,0.23414063453674316,226.2794952392578,-1.1486001312732697e-05,0.005487098358571529,0.0003
478,244736,1109,0.33179688453674316,608.2318725585938,-7.897615432739258e-06,0.005613608285784721,0.0003
479,245248,1109,0.23414063453674316,193.2528076171875,-1.341104507446289e-06,0.005983269773423672,0.0003
480,245760,1110,0.33179688453674316,192.7904052734375,7.37607479095459e-06,0.006546462886035442,0.0003
481,246272,1110,0.23414063453674316,36.305023193359375,1.8026679754257202e-05,0.004811037331819534,0.0003
482,246784,1110,0.28296875953674316,0.17237386107444763,-5.960464477539063e-08,1.5914479263301473e-06,0.0003
483,247296,1110,0.33179688453674316,243.83139038085938,-2.1867454051971436e-06,0.004191291984170675,0.0003
484,247808,1110,0.23414063453674316,330.1954650878906,1.5430152416229248e-05,0.009022491052746773,0.0003
485,248320,1110,0.33179688453674316,141.42193603515625,-7.368624210357666e-06,0.0048471735790371895,0.0003
486,248832,1110,0.23414063453674316,177.00448608398438,3.3527612686157227e-07,0.0045288740657269955,0.0003
487,249344,1110,0.3317968547344208,303.65972900390625,-3.7178397178649902e-06,0.003345958422869444,0.0003
488,249856,1110,0.23414063453674316,409.52142333984375,-1.4901161193847656e-08,2.3918566967040533e-06,0.0003
489,250368,1110,0.28296875953674316,0.008370940573513508,-2.4277716875076294e-05,0.0014387827832251787,0.0003
490,250880,1111,0.33179688453674316,136.92971801757812,2.086162567138672e-06,0.001983317080885172,0.0003
491,251392,1111,0.23414063453674316,68.98811340332031,3.5762786865234375e-06,0.003868791973218322,0.0003
492,251904,1111,0.33179688453674316,634.364990234375,-2.146698534488678e-06,0.002105126855894923,0.0003
493,252416,1111,0.23414063453674316,363.8625793457031,-3.3155083656311035e-06,0.003980385139584541,0.0003
494,252928,1111,0.33179688453674316,130.84805297851562,-5.103647708892822e-07,0.0032918385695666075,0.0003
495,253440,1111,0.18531250953674316,0.08300383388996124,0.0,0.0,0.0003
496,253952,1111,0.33179688453674316,233.13641357421875,-2.0489096641540527e-08,0.0028633896727114916,0.0003
497,254464,1111,0.23414063453674316,639.4451904296875,-1.7471611499786377e-06,0.0019224199932068586,0.0003
498,254976,1111,0.33179688453674316,330.9790954589844,-1.296401023864746e-06,0.0017087212763726711,0.0003
499,255488,1111,0.23414063453674316,329.40985107421875,-2.682209014892578e-07,0.0022393432445824146,0.0003
500,256000,1111,0.33179688453674316,169.92208862304688,1.6763806343078613e-07,0.001808116678148508,0.0003
501,256512,1111,0.23414063453674316,213.24513244628906,-1.4901161193847656e-07,0.0018760948441922665,0.0003
502,257024,1112,0.28296875953674316,0.06635794043540955,-7.450580596923828e-09,0.0,0.0003
503,257536,1112,0.33179688453674316,192.75958251953125,4.675239324569702e-06,0.0025240322574973106,0.0003
504,258048,1112,0.23414063453674316,144.98475646972656,2.60770320892334e-06,0.0011080062249675393,0.0003
505,258560,1112,0.33179688453674316,319.108642578125,-8.083879947662354e-07,0.002713116118684411,0.0003
506,259072,1112,0.23414063453674316,320.2420959472656,-8.083879947662354e-07,0.0023232055827975273,0.0003
507,259584,1112,0.33179688453674316,369.8742370605469,4.4330954551696777e-07,0.001384865608997643,0.0003
508,260096,1112,0.18531250953674316,0.01835053786635399,4.284083843231201e-08,0.0,0.0003
509,260608,1112,0.33179688453674316,153.9659881591797,1.9371509552001953e-06,0.002563874237239361,0.0003
510,261120,1112,0.23414063453674316,459.9635314941406,-7.450580596923828e-08,0.002514145104214549,0.0003
511,261632,1112,0.33179688453674316,465.3452453613281,1.3783574104309082e-07,0.0014550036285072565,0.0003
512,262144,1113,0.23414063453674316,313.0119323730469,1.5515834093093872e-06,0.001988536212593317,0.0003
513,262656,1113,0.33179688453674316,259.63043212890625,8.177012205123901e-07,0.0008863154798746109,0.0003
514,263168,1113,0.23414063453674316,488.3194580078125,-0.00018240511417388916,0.0011369670974090695,0.0003
515,263680,1113,0.28296875953674316,9.803755760192871,1.2367963790893555e-06,0.000729529419913888,0.0003
516,264192,1113,0.33179688453674316,566.6636352539062,6.034970283508301e-07,0.0019374391995370388,0.0003
517,264704,1113,0.23414063453674316,404.2242431640625,-1.2405216693878174e-06,0.0037527477834373713,0.0003
518,265216,1113,0.33179688453674316,379.1224365234375,4.172325134277344e-07,0.0035788211971521378,0.0003
519,265728,1113,0.23414063453674316,635.8596801757812,-2.086162567138672e-07,0.002094192896038294,0.0003
520,266240,1113,0.33179688453674316,79.49472045898438,7.450580596923828e-08,0.003170724492520094,0.0003
521,266752,1113,0.18531250953674316,0.017216863110661507,-1.862645149230957e-08,0.0,0.0003
522,267264,1114,0.33179688453674316,374.25390625,-5.230307579040527e-06,0.0022675152868032455,0.0003
523,267776,1114,0.23414063453674316,288.2911682128906,5.774199962615967e-07,0.0028000588063150644,0.0003
524,268288,1114,0.33179688453674316,186.31942749023438,-4.246830940246582e-07,0.001288835541345179,0.0003
525,268800,1113,0.23414063453674316,577.9638061523438,4.917383193969727e-07,0.0012483488535508513,0.0003
526,269312,1113,0.33179688453674316,419.6798095703125,-4.76837158203125e-07,0.001258038217201829,0.0003
527,269824,1113,0.23414063453674316,719.3394775390625,3.501772880554199e-07,0.0013272353680804372,0.0003
528,270336,1114,0.28296875953674316,0.05693838372826576,-3.2782554626464844e-07,1.8627380313773756e-06,0.0003
529,270848,1114,0.33179688453674316,445.1964111328125,3.0174851417541504e-06,0.00397487822920084,0.0003
530,271360,1114,0.23414063453674316,326.23651123046875,-2.7567148208618164e-07,0.0047286320477724075,0.0003
531,271872,1114,0.33179688453674316,169.46340942382812,-5.21540641784668e-08,0.003651531646028161,0.0003
532,272384,1114,0.23414063453674316,464.65386962890625,6.221234798431396e-07,0.002573180478066206,0.0003
533,272896,1114,0.33179688453674316,287.04595947265625,-9.387731552124023e-07,0.0029649855569005013,0.0003
534,273408,1114,0.23414063453674316,175.8950653076172,-1.4901161193847656e-08,3.696190333357663e-06,0.0003
535,273920,1114,0.28296875953674316,13.63387393951416,-0.0007949322462081909,0.0028628080617636442,0.0003
536,274432,1114,0.33179688453674316,191.18667602539062,1.959502696990967e-06,0.0017195007530972362,0.0003
537,274944,1114,0.23414063453674316,468.54876708984375,1.0356307029724121e-06,0.0013957916526123881,0.0003
538,275456,1114,0.33179688453674316,481.2117919921875,1.300126314163208e-06,0.002817531581968069,0.0003
539,275968,1115,0.23414063453674316,207.7981719970703,0.00010659545660018921,0.0023019590880721807,0.0003
540,276480,1115,0.33179688453674316,472.57049560546875,1.3336539268493652e-06,0.0020329849794507027,0.0003
541,276992,1115,0.18531250953674316,0.020944416522979736,0.0,0.0,0.0003
542,277504,1115,0.33179688453674316,225.35374450683594,1.825392246246338e-07,0.0014888689620420337,0.0003
543,278016,1115,0.23414063453674316,259.9200134277344,5.401670932769775e-07,0.0019930233247578144,0.0003
544,278528,1115,0.33179688453674316,491.2038879394531,9.834766387939453e-07,0.0024949810467660427,0.0003
545,279040,1115,0.23414063453674316,462.3099365234375,-3.166496753692627e-07,0.0024135196581482887,0.0003
546,279552,1115,0.33179688453674316,366.4176940917969,-2.682209014892578e-07,0.0021613070275634527,0.0003
547,280064,1115,0.23414063453674316,345.4339294433594,-8.940696716308594e-08,0.0006012240191921592,0.0003
548,280576,1115,0.28296875953674316,0.02512981928884983,-3.509223461151123e-05,0.00036753108724951744,0.0003
549,281088,1115,0.33179688453674316,106.18744659423828,-2.0116567611694336e-07,0.0006034434773027897,0.0003
550,281600,1115,0.23414063453674316,804.8425903320312,-2.086162567138672e-07,0.0002963220467790961,0.0003
551,282112,1115,0.33179688453674316,394.11395263671875,0.0,0.00033259642077609897,0.0003
552,282624,1115,0.23414063453674316,234.03025817871094,-3.91155481338501e-08,0.0008017490617930889,0.0003
